"UF";"Município";"Cargo";"Turno";"Situação totalização";"Votos nominais";"Votos em trânsito";"Votos válidos";"% votos válidos"
"CE";"IRAUÇUBA";"Presidente";"2";"Não eleito";"1920";"0";"12503";"15,36"
"CE";"ITAIÇABA";"Presidente";"2";"Não eleito";"1251";"0";"4845";"25,82"
"CE";"ITAITINGA";"Presidente";"2";"Não eleito";"4215";"0";"20102";"20,97"
"CE";"ITAPAJÉ";"Presidente";"2";"Não eleito";"6180";"0";"28381";"21,78"
"CE";"ITAPIPOCA";"Presidente";"2";"Não eleito";"12240";"0";"62327";"19,64"
"CE";"ITAPIÚNA";"Presidente";"2";"Não eleito";"1961";"0";"10943";"17,92"
"CE";"ITAREMA";"Presidente";"2";"Não eleito";"4143";"0";"19940";"20,78"
"CE";"ITATIRA";"Presidente";"2";"Não eleito";"1226";"0";"11539";"10,62"
"CE";"JAGUARETAMA";"Presidente";"2";"Não eleito";"1515";"0";"10640";"14,24"
"CE";"JAGUARIBARA";"Presidente";"2";"Não eleito";"791";"0";"5865";"13,49"
"CE";"JAGUARIBE";"Presidente";"2";"Não eleito";"2983";"0";"20081";"14,85"
"CE";"JAGUARUANA";"Presidente";"2";"Não eleito";"6029";"0";"19575";"30,8"
"CE";"JARDIM";"Presidente";"2";"Não eleito";"2223";"0";"15376";"14,46"
"CE";"JATI";"Presidente";"2";"Não eleito";"431";"0";"4817";"8,95"
"CE";"JIJOCA DE JERICOACOARA";"Presidente";"2";"Não eleito";"2350";"0";"8856";"26,54"
"CE";"JUAZEIRO DO NORTE";"Presidente";"2";"Não eleito";"25092";"0";"126352";"19,86"
"CE";"JUCÁS";"Presidente";"2";"Não eleito";"3061";"0";"13046";"23,46"
"CE";"LAVRAS DA MANGABEIRA";"Presidente";"2";"Não eleito";"2249";"0";"16524";"13,61"
"CE";"LIMOEIRO DO NORTE";"Presidente";"2";"Não eleito";"4864";"0";"32675";"14,89"
"CE";"MADALENA";"Presidente";"2";"Não eleito";"1093";"0";"9082";"12,03"
"CE";"MARACANAÚ";"Presidente";"2";"Não eleito";"23566";"0";"117326";"20,09"
"CE";"MARANGUAPE";"Presidente";"2";"Não eleito";"9325";"0";"55929";"16,67"
"CE";"MARCO";"Presidente";"2";"Não eleito";"5746";"0";"15608";"36,81"
"CE";"MARTINÓPOLE";"Presidente";"2";"Não eleito";"892";"0";"6529";"13,66"
"CE";"MASSAPÊ";"Presidente";"2";"Não eleito";"7582";"0";"20916";"36,25"
"CE";"MAURITI";"Presidente";"2";"Não eleito";"7211";"0";"24645";"29,26"
"CE";"MERUOCA";"Presidente";"2";"Não eleito";"1984";"0";"8219";"24,14"
"CE";"MILAGRES";"Presidente";"2";"Não eleito";"2800";"0";"16319";"17,16"
"CE";"MILHÃ";"Presidente";"2";"Não eleito";"764";"0";"7892";"9,68"
"CE";"MIRAÍMA";"Presidente";"2";"Não eleito";"1081";"0";"7625";"14,18"
"CE";"MISSÃO VELHA";"Presidente";"2";"Não eleito";"3034";"0";"20407";"14,87"
"CE";"MOMBAÇA";"Presidente";"2";"Não eleito";"3436";"0";"22031";"15,6"
"CE";"MONSENHOR TABOSA";"Presidente";"2";"Não eleito";"1172";"0";"9486";"12,36"
"CE";"MORADA NOVA";"Presidente";"2";"Não eleito";"9033";"0";"40563";"22,27"
"CE";"MORAÚJO";"Presidente";"2";"Não eleito";"1117";"0";"4773";"23,4"
"CE";"MORRINHOS";"Presidente";"2";"Não eleito";"4992";"0";"11627";"42,93"
"CE";"MUCAMBO";"Presidente";"2";"Não eleito";"1727";"0";"7890";"21,89"
"CE";"MULUNGU";"Presidente";"2";"Não eleito";"771";"0";"6008";"12,83"
"CE";"NOVA OLINDA";"Presidente";"2";"Não eleito";"1648";"0";"8821";"18,68"
"CE";"NOVA RUSSAS";"Presidente";"2";"Não eleito";"2933";"0";"15217";"19,27"
"CE";"NOVO ORIENTE";"Presidente";"2";"Não eleito";"2404";"0";"13459";"17,86"
"CE";"OCARA";"Presidente";"2";"Não eleito";"3484";"0";"16145";"21,58"
"CE";"ORÓS";"Presidente";"2";"Não eleito";"1319";"0";"12418";"10,62"
"CE";"PACAJUS";"Presidente";"2";"Não eleito";"6954";"0";"36230";"19,19"
"CE";"PACATUBA";"Presidente";"2";"Não eleito";"6751";"0";"33399";"20,21"
"CE";"PACOTI";"Presidente";"2";"Não eleito";"1486";"0";"7398";"20,09"
"CE";"PACUJÁ";"Presidente";"2";"Não eleito";"606";"0";"3940";"15,38"
"CE";"PALHANO";"Presidente";"2";"Não eleito";"1335";"0";"6308";"21,16"
"CE";"PALMÁCIA";"Presidente";"2";"Não eleito";"891";"0";"6344";"14,04"
"CE";"PARACURU";"Presidente";"2";"Não eleito";"3620";"0";"20269";"17,86"
"CE";"PARAIPABA";"Presidente";"2";"Não eleito";"3686";"0";"16963";"21,73"
"CE";"PARAMBU";"Presidente";"2";"Não eleito";"7402";"0";"16468";"44,95"
"CE";"PARAMOTI";"Presidente";"2";"Não eleito";"1357";"0";"7156";"18,96"
"CE";"PEDRA BRANCA";"Presidente";"2";"Não eleito";"2593";"0";"22753";"11,4"
"CE";"PENAFORTE";"Presidente";"2";"Não eleito";"741";"0";"5386";"13,76"
"CE";"PENTECOSTE";"Presidente";"2";"Não eleito";"4347";"0";"22521";"19,3"
"CE";"PEREIRO";"Presidente";"2";"Não eleito";"1789";"0";"9413";"19,01"
"CE";"PINDORETAMA";"Presidente";"2";"Não eleito";"2215";"0";"12836";"17,26"
"CE";"PIQUET CARNEIRO";"Presidente";"2";"Não eleito";"873";"0";"8201";"10,65"
"CE";"PIRES FERREIRA";"Presidente";"2";"Não eleito";"908";"0";"5451";"16,66"
"CE";"PORANGA";"Presidente";"2";"Não eleito";"1190";"0";"6155";"19,33"
"CE";"PORTEIRAS";"Presidente";"2";"Não eleito";"929";"0";"9475";"9,8"
"CE";"POTENGI";"Presidente";"2";"Não eleito";"748";"0";"5154";"14,51"
"CE";"POTIRETAMA";"Presidente";"2";"Não eleito";"305";"0";"3816";"7,99"
"CE";"QUITERIANÓPOLIS";"Presidente";"2";"Não eleito";"1634";"0";"10475";"15,6"
"CE";"QUIXADÁ";"Presidente";"2";"Não eleito";"11734";"0";"40760";"28,79"
"CE";"QUIXELÔ";"Presidente";"2";"Não eleito";"1906";"0";"10209";"18,67"
"CE";"QUIXERAMOBIM";"Presidente";"2";"Não eleito";"7483";"0";"38974";"19,2"
"CE";"QUIXERÉ";"Presidente";"2";"Não eleito";"2702";"0";"12561";"21,51"
"CE";"REDENÇÃO";"Presidente";"2";"Não eleito";"3289";"0";"17014";"19,33"
"CE";"RERIUTABA";"Presidente";"2";"Não eleito";"1756";"0";"10262";"17,11"
"CE";"RUSSAS";"Presidente";"2";"Não eleito";"8184";"0";"39416";"20,76"
"CE";"SABOEIRO";"Presidente";"2";"Não eleito";"1221";"0";"8607";"14,19"
"CE";"SALITRE";"Presidente";"2";"Não eleito";"1282";"0";"8979";"14,28"
"CE";"SANTA QUITÉRIA";"Presidente";"2";"Não eleito";"4981";"0";"23494";"21,2"
"CE";"SANTANA DO ACARAÚ";"Presidente";"2";"Não eleito";"2358";"0";"18068";"13,05"
"CE";"SANTANA DO CARIRI";"Presidente";"2";"Não eleito";"1077";"0";"9383";"11,48"
"CE";"SÃO BENEDITO";"Presidente";"2";"Não eleito";"4993";"0";"24071";"20,74"
"CE";"SÃO GONÇALO DO AMARANTE";"Presidente";"2";"Não eleito";"6862";"0";"27823";"24,66"
"CE";"SÃO JOÃO DO JAGUARIBE";"Presidente";"2";"Não eleito";"623";"0";"5250";"11,87"
"CE";"SÃO LUÍS DO CURU";"Presidente";"2";"Não eleito";"1315";"0";"8309";"15,83"
"CE";"SENADOR POMPEU";"Presidente";"2";"Não eleito";"5052";"0";"15215";"33,2"
"CE";"SENADOR SÁ";"Presidente";"2";"Não eleito";"637";"0";"4027";"15,82"
"CE";"SOBRAL";"Presidente";"2";"Não eleito";"25644";"0";"101764";"25,2"
"CE";"SOLONÓPOLE";"Presidente";"2";"Não eleito";"1365";"0";"9834";"13,88"
"CE";"TABULEIRO DO NORTE";"Presidente";"2";"Não eleito";"3166";"0";"18092";"17,5"
"CE";"TAMBORIL";"Presidente";"2";"Não eleito";"3403";"0";"14165";"24,02"
"CE";"TARRAFAS";"Presidente";"2";"Não eleito";"1146";"0";"4840";"23,68"
"CE";"TAUÁ";"Presidente";"2";"Não eleito";"9273";"0";"28984";"31,99"
"CE";"TEJUÇUOCA";"Presidente";"2";"Não eleito";"1517";"0";"10548";"14,38"
"CE";"TIANGUÁ";"Presidente";"2";"Não eleito";"9994";"0";"36971";"27,03"
"CE";"TRAIRI";"Presidente";"2";"Não eleito";"5025";"0";"27703";"18,14"
"CE";"TURURU";"Presidente";"2";"Não eleito";"1490";"0";"9681";"15,39"
"CE";"UBAJARA";"Presidente";"2";"Não eleito";"4280";"0";"17137";"24,98"
"CE";"UMARI";"Presidente";"2";"Não eleito";"1166";"0";"4453";"26,18"
"CE";"UMIRIM";"Presidente";"2";"Não eleito";"1642";"0";"10461";"15,7"
"CE";"URUBURETAMA";"Presidente";"2";"Não eleito";"2383";"0";"12510";"19,05"
"CE";"URUOCA";"Presidente";"2";"Não eleito";"1555";"0";"7623";"20,4"
"CE";"VARJOTA";"Presidente";"2";"Não eleito";"2732";"0";"9956";"27,44"
"CE";"VÁRZEA ALEGRE";"Presidente";"2";"Não eleito";"5208";"0";"22022";"23,65"
"CE";"VIÇOSA DO CEARÁ";"Presidente";"2";"Não eleito";"7019";"0";"30545";"22,98"
"DF";"BRASÍLIA";"Presidente";"2";"Não eleito";"946171";"2896";"1528525";"62,09"
"ES";"AFONSO CLÁUDIO";"Presidente";"2";"Não eleito";"10310";"0";"17569";"58,68"
"ES";"ÁGUA DOCE DO NORTE";"Presidente";"2";"Não eleito";"2591";"0";"7209";"35,94"
"ES";"ÁGUIA BRANCA";"Presidente";"2";"Não eleito";"2007";"0";"6338";"31,67"
"ES";"ALEGRE";"Presidente";"2";"Não eleito";"8482";"0";"17055";"49,73"
"ES";"ALFREDO CHAVES";"Presidente";"2";"Não eleito";"6153";"0";"8652";"71,12"
"ES";"ALTO RIO NOVO";"Presidente";"2";"Não eleito";"1458";"0";"4532";"32,17"
"ES";"ANCHIETA";"Presidente";"2";"Não eleito";"9324";"0";"16358";"57"
"ES";"APIACÁ";"Presidente";"2";"Não eleito";"1947";"0";"4252";"45,79"
"ES";"ARACRUZ";"Presidente";"2";"Não eleito";"25544";"0";"46408";"55,04"
"ES";"ATÍLIO VIVÁCQUA";"Presidente";"2";"Não eleito";"2915";"0";"6403";"45,53"
"ES";"BAIXO GUANDU";"Presidente";"2";"Não eleito";"8134";"0";"16870";"48,22"
"ES";"BARRA DE SÃO FRANCISCO";"Presidente";"2";"Não eleito";"8881";"0";"23747";"37,4"
"ES";"BOA ESPERANÇA";"Presidente";"2";"Não eleito";"3156";"0";"7934";"39,78"
"ES";"BOM JESUS DO NORTE";"Presidente";"2";"Não eleito";"2251";"0";"4883";"46,1"
"ES";"BREJETUBA";"Presidente";"2";"Não eleito";"3185";"0";"6099";"52,22"
"ES";"CACHOEIRO DE ITAPEMIRIM";"Presidente";"2";"Não eleito";"63085";"0";"101231";"62,32"
"ES";"CARIACICA";"Presidente";"2";"Não eleito";"88090";"43";"189386";"46,54"
"ES";"CASTELO";"Presidente";"2";"Não eleito";"15458";"0";"21335";"72,45"
"ES";"COLATINA";"Presidente";"2";"Não eleito";"43812";"0";"65113";"67,29"
"ES";"CONCEIÇÃO DA BARRA";"Presidente";"2";"Não eleito";"5171";"0";"14210";"36,39"
"ES";"CONCEIÇÃO DO CASTELO";"Presidente";"2";"Não eleito";"5068";"0";"6726";"75,35"
"ES";"DIVINO DE SÃO LOURENÇO";"Presidente";"2";"Não eleito";"1739";"0";"2684";"64,79"
"ES";"DOMINGOS MARTINS";"Presidente";"2";"Não eleito";"15255";"0";"20626";"73,96"
"ES";"DORES DO RIO PRETO";"Presidente";"2";"Não eleito";"1569";"0";"4076";"38,49"
"ES";"ECOPORANGA";"Presidente";"2";"Não eleito";"5004";"0";"13431";"37,26"
"ES";"FUNDÃO";"Presidente";"2";"Não eleito";"5016";"0";"9783";"51,27"
"ES";"GOVERNADOR LINDENBERG";"Presidente";"2";"Não eleito";"2748";"0";"6608";"41,59"
"ES";"GUAÇUÍ";"Presidente";"2";"Não eleito";"8905";"0";"14568";"61,13"
"ES";"GUARAPARI";"Presidente";"2";"Não eleito";"40362";"0";"61177";"65,98"
"ES";"IBATIBA";"Presidente";"2";"Não eleito";"7707";"0";"12388";"62,21"
"ES";"IBIRAÇU";"Presidente";"2";"Não eleito";"3972";"0";"6570";"60,46"
"ES";"IBITIRAMA";"Presidente";"2";"Não eleito";"2826";"0";"4912";"57,53"
"ES";"ICONHA";"Presidente";"2";"Não eleito";"4994";"0";"8598";"58,08"
"ES";"IRUPI";"Presidente";"2";"Não eleito";"3799";"0";"6356";"59,77"
"ES";"ITAGUAÇU";"Presidente";"2";"Não eleito";"4338";"0";"8684";"49,95"
"ES";"ITAPEMIRIM";"Presidente";"2";"Não eleito";"10041";"0";"18610";"53,95"
"ES";"ITARANA";"Presidente";"2";"Não eleito";"4550";"0";"7298";"62,35"
"ES";"IÚNA";"Presidente";"2";"Não eleito";"9234";"0";"14610";"63,2"
"ES";"JAGUARÉ";"Presidente";"2";"Não eleito";"5009";"0";"14784";"33,88"
"ES";"JERÔNIMO MONTEIRO";"Presidente";"2";"Não eleito";"3504";"0";"7066";"49,59"
"ES";"JOÃO NEIVA";"Presidente";"2";"Não eleito";"5967";"0";"9860";"60,52"
"ES";"LARANJA DA TERRA";"Presidente";"2";"Não eleito";"4352";"0";"7424";"58,62"
"ES";"LINHARES";"Presidente";"2";"Não eleito";"48275";"0";"77583";"62,22"
"ES";"MANTENÓPOLIS";"Presidente";"2";"Não eleito";"3679";"0";"7855";"46,84"
"ES";"MARATAÍZES";"Presidente";"2";"Não eleito";"10316";"0";"18977";"54,36"
"ES";"MARECHAL FLORIANO";"Presidente";"2";"Não eleito";"6014";"0";"9573";"62,82"
"ES";"MARILÂNDIA";"Presidente";"2";"Não eleito";"4559";"0";"8061";"56,56"
"ES";"MIMOSO DO SUL";"Presidente";"2";"Não eleito";"6909";"0";"14970";"46,15"
"ES";"MONTANHA";"Presidente";"2";"Não eleito";"3666";"0";"9783";"37,47"
"ES";"MUCURICI";"Presidente";"2";"Não eleito";"1168";"0";"3370";"34,66"
"ES";"MUNIZ FREIRE";"Presidente";"2";"Não eleito";"5742";"0";"10333";"55,57"
"ES";"MUQUI";"Presidente";"2";"Não eleito";"4089";"0";"8439";"48,45"
"ES";"NOVA VENÉCIA";"Presidente";"2";"Não eleito";"11935";"0";"26803";"44,53"
"ES";"PANCAS";"Presidente";"2";"Não eleito";"4946";"0";"11138";"44,41"
"ES";"PEDRO CANÁRIO";"Presidente";"2";"Não eleito";"4222";"0";"11287";"37,41"
"ES";"PINHEIROS";"Presidente";"2";"Não eleito";"4986";"0";"12377";"40,28"
"ES";"PIÚMA";"Presidente";"2";"Não eleito";"5811";"0";"9680";"60,03"
"ES";"PONTO BELO";"Presidente";"2";"Não eleito";"1430";"0";"4353";"32,85"
"ES";"PRESIDENTE KENNEDY";"Presidente";"2";"Não eleito";"4157";"0";"7350";"56,56"
"ES";"RIO BANANAL";"Presidente";"2";"Não eleito";"4576";"0";"11183";"40,92"
"ES";"RIO NOVO DO SUL";"Presidente";"2";"Não eleito";"4808";"0";"7177";"66,99"
"ES";"SANTA LEOPOLDINA";"Presidente";"2";"Não eleito";"3475";"0";"7468";"46,53"
"ES";"SANTA MARIA DE JETIBÁ";"Presidente";"2";"Não eleito";"15281";"0";"22347";"68,38"
"ES";"SANTA TERESA";"Presidente";"2";"Não eleito";"10192";"0";"14255";"71,5"
"ES";"SÃO DOMINGOS DO NORTE";"Presidente";"2";"Não eleito";"2369";"0";"5681";"41,7"
"ES";"SÃO GABRIEL DA PALHA";"Presidente";"2";"Não eleito";"9685";"0";"18390";"52,66"
"ES";"SÃO JOSÉ DO CALÇADO";"Presidente";"2";"Não eleito";"2453";"0";"6422";"38,2"
"ES";"SÃO MATEUS";"Presidente";"2";"Não eleito";"21814";"0";"55445";"39,34"
"ES";"SÃO ROQUE DO CANAÃ";"Presidente";"2";"Não eleito";"4353";"0";"7318";"59,48"
"ES";"SERRA";"Presidente";"2";"Não eleito";"95174";"177";"213116";"44,74"
"ES";"SOORETAMA";"Presidente";"2";"Não eleito";"4687";"0";"12480";"37,56"
"ES";"VARGEM ALTA";"Presidente";"2";"Não eleito";"7850";"0";"11151";"70,4"
"ES";"VENDA NOVA DO IMIGRANTE";"Presidente";"2";"Não eleito";"10233";"0";"12819";"79,83"
"ES";"VIANA";"Presidente";"2";"Não eleito";"14680";"0";"33174";"44,25"
"ES";"VILA PAVÃO";"Presidente";"2";"Não eleito";"2225";"0";"5902";"37,7"
"ES";"VILA VALÉRIO";"Presidente";"2";"Não eleito";"2955";"0";"9458";"31,24"
"ES";"VILA VELHA";"Presidente";"2";"Não eleito";"131124";"568";"225640";"58,36"
"ES";"VITÓRIA";"Presidente";"2";"Não eleito";"117734";"630";"194095";"60,98"
"GO";"ABADIA DE GOIÁS";"Presidente";"2";"Não eleito";"3131";"0";"5089";"61,52"
"GO";"ABADIÂNIA";"Presidente";"2";"Não eleito";"5063";"0";"7123";"71,08"
"GO";"ACREÚNA";"Presidente";"2";"Não eleito";"5655";"0";"11020";"51,32"
"GO";"ADELÂNDIA";"Presidente";"2";"Não eleito";"1160";"0";"1978";"58,65"
"GO";"ÁGUA FRIA DE GOIÁS";"Presidente";"2";"Não eleito";"1865";"0";"2948";"63,26"
"GO";"ÁGUA LIMPA";"Presidente";"2";"Não eleito";"749";"0";"1589";"47,14"
"GO";"ÁGUAS LINDAS DE GOIÁS";"Presidente";"2";"Não eleito";"23134";"0";"56654";"40,83"
"GO";"ALEXÂNIA";"Presidente";"2";"Não eleito";"8640";"0";"13156";"65,67"
"GO";"ALOÂNDIA";"Presidente";"2";"Não eleito";"708";"0";"1494";"47,39"
"GO";"ALTO HORIZONTE";"Presidente";"2";"Não eleito";"2112";"0";"3923";"53,84"
"GO";"ALTO PARAÍSO DE GOIÁS";"Presidente";"2";"Não eleito";"1573";"0";"3130";"50,26"
"GO";"ALVORADA DO NORTE";"Presidente";"2";"Não eleito";"2135";"0";"4082";"52,3"
"GO";"AMARALINA";"Presidente";"2";"Não eleito";"808";"0";"1897";"42,59"
"GO";"AMERICANO DO BRASIL";"Presidente";"2";"Não eleito";"2318";"0";"3873";"59,85"
"GO";"AMORINÓPOLIS";"Presidente";"2";"Não eleito";"1490";"0";"2840";"52,46"
"GO";"ANÁPOLIS";"Presidente";"2";"Não eleito";"135007";"147";"196333";"68,84"
"GO";"ANHANGÜERA";"Presidente";"2";"Não eleito";"345";"0";"746";"46,25"
"GO";"ANICUNS";"Presidente";"2";"Não eleito";"6624";"0";"11974";"55,32"
"GO";"APARECIDA DE GOIÂNIA";"Presidente";"2";"Não eleito";"110169";"37";"203093";"54,26"
"GO";"APARECIDA DO RIO DOCE";"Presidente";"2";"Não eleito";"792";"0";"1811";"43,73"
"GO";"APORÉ";"Presidente";"2";"Não eleito";"1119";"0";"1972";"56,74"
"GO";"ARAÇU";"Presidente";"2";"Não eleito";"1742";"0";"3209";"54,28"
"GO";"ARAGARÇAS";"Presidente";"2";"Não eleito";"4598";"0";"9591";"47,94"
"GO";"ARAGOIÂNIA";"Presidente";"2";"Não eleito";"2825";"0";"5361";"52,7"
"GO";"ARAGUAPAZ";"Presidente";"2";"Não eleito";"1980";"0";"4240";"46,7"
"GO";"ARENÓPOLIS";"Presidente";"2";"Não eleito";"977";"0";"2367";"41,28"
"GO";"ARUANÃ";"Presidente";"2";"Não eleito";"1922";"0";"3788";"50,74"
"GO";"AURILÂNDIA";"Presidente";"2";"Não eleito";"1057";"0";"2478";"42,66"
"GO";"AVELINÓPOLIS";"Presidente";"2";"Não eleito";"1464";"0";"2370";"61,77"
"GO";"BALIZA";"Presidente";"2";"Não eleito";"767";"0";"1844";"41,59"
"GO";"BARRO ALTO";"Presidente";"2";"Não eleito";"2689";"0";"5188";"51,83"
"GO";"BELA VISTA DE GOIÁS";"Presidente";"2";"Não eleito";"8776";"0";"14320";"61,28"
"GO";"BOM JARDIM DE GOIÁS";"Presidente";"2";"Não eleito";"1930";"0";"4855";"39,75"
"GO";"BOM JESUS DE GOIÁS";"Presidente";"2";"Não eleito";"5941";"0";"11116";"53,45"
"GO";"BONFINÓPOLIS";"Presidente";"2";"Não eleito";"2710";"0";"4437";"61,08"
"GO";"BONÓPOLIS";"Presidente";"2";"Não eleito";"491";"0";"1798";"27,31"
"GO";"BRAZABRANTES";"Presidente";"2";"Não eleito";"1057";"0";"2082";"50,77"
"GO";"BRITÂNIA";"Presidente";"2";"Não eleito";"1735";"0";"3270";"53,06"
"GO";"BURITI ALEGRE";"Presidente";"2";"Não eleito";"3213";"0";"5576";"57,62"
"GO";"BURITI DE GOIÁS";"Presidente";"2";"Não eleito";"1055";"0";"2023";"52,15"
"GO";"BURITINÓPOLIS";"Presidente";"2";"Não eleito";"1092";"0";"1913";"57,08"
"GO";"CABECEIRAS";"Presidente";"2";"Não eleito";"2308";"0";"4385";"52,63"
"GO";"CACHOEIRA ALTA";"Presidente";"2";"Não eleito";"2452";"0";"5230";"46,88"
"GO";"CACHOEIRA DE GOIÁS";"Presidente";"2";"Não eleito";"570";"0";"1063";"53,62"
"GO";"CACHOEIRA DOURADA";"Presidente";"2";"Não eleito";"2322";"0";"5211";"44,56"
"GO";"CAÇU";"Presidente";"2";"Não eleito";"4285";"0";"6706";"63,9"
"GO";"CAIAPÔNIA";"Presidente";"2";"Não eleito";"4464";"0";"8568";"52,1"
"GO";"CALDAS NOVAS";"Presidente";"2";"Não eleito";"23671";"0";"38976";"60,73"
"GO";"CALDAZINHA";"Presidente";"2";"Não eleito";"1146";"0";"2074";"55,26"
"GO";"CAMPESTRE DE GOIÁS";"Presidente";"2";"Não eleito";"1235";"0";"2366";"52,2"
"GO";"CAMPINAÇU";"Presidente";"2";"Não eleito";"719";"0";"2093";"34,35"
"GO";"CAMPINORTE";"Presidente";"2";"Não eleito";"3201";"0";"6112";"52,37"
"GO";"CAMPO ALEGRE DE GOIÁS";"Presidente";"2";"Não eleito";"1557";"0";"3515";"44,3"
"GO";"CAMPO LIMPO DE GOIÁS";"Presidente";"2";"Não eleito";"2238";"0";"3862";"57,95"
"GO";"CAMPOS BELOS";"Presidente";"2";"Não eleito";"3466";"0";"9359";"37,03"
"GO";"CAMPOS VERDES";"Presidente";"2";"Não eleito";"812";"0";"2819";"28,8"
"GO";"CARMO DO RIO VERDE";"Presidente";"2";"Não eleito";"2593";"0";"5332";"48,63"
"GO";"CASTELÂNDIA";"Presidente";"2";"Não eleito";"1008";"0";"2437";"41,36"
"GO";"CATALÃO";"Presidente";"2";"Não eleito";"21237";"0";"47784";"44,44"
"GO";"CATURAÍ";"Presidente";"2";"Não eleito";"1384";"0";"3032";"45,65"
"GO";"CAVALCANTE";"Presidente";"2";"Não eleito";"955";"0";"3713";"25,72"
"GO";"CERES";"Presidente";"2";"Não eleito";"7560";"0";"12341";"61,26"
"GO";"CEZARINA";"Presidente";"2";"Não eleito";"2636";"0";"5405";"48,77"
"GO";"CHAPADÃO DO CÉU";"Presidente";"2";"Não eleito";"2299";"0";"4136";"55,59"
"GO";"CIDADE OCIDENTAL";"Presidente";"2";"Não eleito";"11702";"0";"26097";"44,84"
"GO";"COCALZINHO DE GOIÁS";"Presidente";"2";"Não eleito";"5319";"0";"9338";"56,96"
"GO";"COLINAS DO SUL";"Presidente";"2";"Não eleito";"535";"0";"2018";"26,51"
"GO";"CÓRREGO DO OURO";"Presidente";"2";"Não eleito";"1234";"0";"1910";"64,61"
"GO";"CORUMBÁ DE GOIÁS";"Presidente";"2";"Não eleito";"3171";"0";"5037";"62,95"
"GO";"CORUMBAÍBA";"Presidente";"2";"Não eleito";"2225";"0";"4660";"47,75"
"GO";"CRISTALINA";"Presidente";"2";"Não eleito";"14955";"0";"21939";"68,17"
"GO";"CRISTIANÓPOLIS";"Presidente";"2";"Não eleito";"1403";"0";"2299";"61,03"
"GO";"CRIXÁS";"Presidente";"2";"Não eleito";"3413";"0";"8610";"39,64"
"GO";"CROMÍNIA";"Presidente";"2";"Não eleito";"1443";"0";"2657";"54,31"
"GO";"CUMARI";"Presidente";"2";"Não eleito";"763";"0";"1881";"40,56"
"GO";"DAMIANÓPOLIS";"Presidente";"2";"Não eleito";"1102";"0";"2138";"51,54"
"GO";"DAMOLÂNDIA";"Presidente";"2";"Não eleito";"1543";"0";"2385";"64,7"
"GO";"DAVINÓPOLIS";"Presidente";"2";"Não eleito";"827";"0";"1921";"43,05"
"GO";"DIORAMA";"Presidente";"2";"Não eleito";"788";"0";"1687";"46,71"
"GO";"DIVINÓPOLIS DE GOIÁS";"Presidente";"2";"Não eleito";"1098";"0";"2932";"37,45"
"GO";"DOVERLÂNDIA";"Presidente";"2";"Não eleito";"2017";"0";"4337";"46,51"
"GO";"EDEALINA";"Presidente";"2";"Não eleito";"1174";"0";"2654";"44,24"
"GO";"EDÉIA";"Presidente";"2";"Não eleito";"3661";"0";"6617";"55,33"
"GO";"ESTRELA DO NORTE";"Presidente";"2";"Não eleito";"996";"0";"2108";"47,25"
"GO";"FAINA";"Presidente";"2";"Não eleito";"1521";"0";"4310";"35,29"
"GO";"FAZENDA NOVA";"Presidente";"2";"Não eleito";"1840";"0";"3786";"48,6"
"GO";"FIRMINÓPOLIS";"Presidente";"2";"Não eleito";"3355";"0";"5971";"56,19"
"GO";"FLORES DE GOIÁS";"Presidente";"2";"Não eleito";"1821";"0";"4217";"43,18"
"GO";"FORMOSA";"Presidente";"2";"Não eleito";"28474";"0";"50494";"56,39"
"GO";"FORMOSO";"Presidente";"2";"Não eleito";"1158";"0";"2891";"40,06"
"GO";"GAMELEIRA DE GOIÁS";"Presidente";"2";"Não eleito";"1109";"0";"2080";"53,32"
"GO";"GOIANÁPOLIS";"Presidente";"2";"Não eleito";"4369";"0";"7174";"60,9"
"GO";"GOIANDIRA";"Presidente";"2";"Não eleito";"1438";"0";"3271";"43,96"
"GO";"GOIANÉSIA";"Presidente";"2";"Não eleito";"17806";"0";"33523";"53,12"
"GO";"GOIÂNIA";"Presidente";"2";"Não eleito";"469527";"868";"695032";"67,68"
"GO";"GOIANIRA";"Presidente";"2";"Não eleito";"10479";"0";"20324";"51,56"
"GO";"GOIÁS";"Presidente";"2";"Não eleito";"6695";"0";"14081";"47,55"
"GO";"GOIATUBA";"Presidente";"2";"Não eleito";"12416";"0";"19054";"65,16"
"GO";"GOUVELÂNDIA";"Presidente";"2";"Não eleito";"1183";"0";"2885";"41,01"
"GO";"GUAPÓ";"Presidente";"2";"Não eleito";"4205";"0";"8686";"48,41"
"GO";"GUARAÍTA";"Presidente";"2";"Não eleito";"893";"0";"1833";"48,72"
"GO";"GUARANI DE GOIÁS";"Presidente";"2";"Não eleito";"1127";"0";"2601";"43,33"
"GO";"GUARINOS";"Presidente";"2";"Não eleito";"675";"0";"1484";"45,49"
"GO";"HEITORAÍ";"Presidente";"2";"Não eleito";"1316";"0";"2639";"49,87"
"GO";"HIDROLÂNDIA";"Presidente";"2";"Não eleito";"6032";"0";"10430";"57,83"
"GO";"HIDROLINA";"Presidente";"2";"Não eleito";"1101";"0";"2743";"40,14"
"GO";"IACIARA";"Presidente";"2";"Não eleito";"2127";"0";"5246";"40,55"
"GO";"INACIOLÂNDIA";"Presidente";"2";"Não eleito";"1443";"0";"3384";"42,64"
