"Mês/Ano";"UF";"Município";"Zona";"Quantidade";"%";
"";"BA";"LAJE";"109";"19.038";""
"";"BA";"LAJEDÃO";"153";"4.821";""
"";"BA";"LAJEDINHO";"87";"3.235";""
"";"BA";"LAJEDO DO TABOCAL";"37";"6.217";""
"";"BA";"LAMARÃO";"160";"7.887";""
"";"BA";"LAPÃO";"104";"21.311";""
"";"BA";"LAURO DE FREITAS";"180";"129.108";""
"";"BA";"LENÇÓIS";"89";"7.602";""
"";"BA";"LICÍNIO DE ALMEIDA";"117";"9.280";""
"";"BA";"LIVRAMENTO DE NOSSA SENHORA";"101";"33.571";""
"";"BA";"LUÍS EDUARDO MAGALHÃES";"205";"53.094";""
"";"BA";"MACAJUBA";"87";"9.772";""
"";"BA";"MACARANI";"91";"13.752";""
"";"BA";"MACAÚBAS";"65";"33.800";""
"";"BA";"MACURURÉ";"158";"6.529";""
"";"BA";"MADRE DE DEUS";"162";"14.496";""
"";"BA";"MAETINGA";"161";"6.790";""
"";"BA";"MAIQUINIQUE";"91";"7.287";""
"";"BA";"MAIRI";"86";"14.362";""
"";"BA";"MALHADA";"125";"13.034";""
"";"BA";"MALHADA DE PEDRAS";"90";"6.726";""
"";"BA";"MANOEL VITORINO";"22";"11.619";""
"";"BA";"MANSIDÃO";"97";"9.694";""
"";"BA";"MARACÁS";"37";"21.458";""
"";"BA";"MARAGOGIPE";"118";"32.575";""
"";"BA";"MARAÚ";"78";"12.936";""
"";"BA";"MARCIONÍLIO SOUZA";"193";"7.703";""
"";"BA";"MASCOTE";"133";"9.028";""
"";"BA";"MATA DE SÃO JOÃO";"185";"39.638";""
"";"BA";"MATINA";"113";"8.987";""
"";"BA";"MEDEIROS NETO";"153";"18.442";""
"";"BA";"MIGUEL CALMON";"103";"21.540";""
"";"BA";"MILAGRES";"193";"8.656";""
"";"BA";"MIRANGABA";"167";"10.734";""
"";"BA";"MIRANTE";"59";"7.529";""
"";"BA";"MONTE SANTO";"50";"43.120";""
"";"BA";"MORPARÁ";"173";"7.215";""
"";"BA";"MORRO DO CHAPÉU";"55";"24.025";""
"";"BA";"MORTUGABA";"92";"9.522";""
"";"BA";"MUCUGÊ";"119";"8.859";""
"";"BA";"MUCURI";"35";"27.885";""
"";"BA";"MULUNGU DO MORRO";"55";"10.529";""
"";"BA";"MUNDO NOVO";"54";"15.509";""
"";"BA";"MUNIZ FERREIRA";"202";"6.932";""
"";"BA";"MUQUÉM DO SÃO FRANCISCO";"98";"8.963";""
"";"BA";"MURITIBA";"131";"21.104";""
"";"BA";"MUTUÍPE";"109";"18.024";""
"";"BA";"NAZARÉ";"30";"21.443";""
"";"BA";"NILO PEÇANHA";"32";"8.854";""
"";"BA";"NORDESTINA";"106";"10.379";""
"";"BA";"NOVA CANAÃ";"146";"12.194";""
"";"BA";"NOVA FÁTIMA";"196";"7.216";""
"";"BA";"NOVA IBIÁ";"151";"5.296";""
"";"BA";"NOVA ITARANA";"36";"5.648";""
"";"BA";"NOVA REDENÇÃO";"119";"6.157";""
"";"BA";"NOVA SOURE";"79";"20.200";""
"";"BA";"NOVA VIÇOSA";"35";"29.064";""
