"UF";"Município";"Cargo";"Turno";"Situação totalização";"Votos nominais";"Votos em trânsito";"Votos válidos";"% votos válidos"
"MG";"CARMO DE MINAS";"Presidente";"2";"Eleito";"3369";"0";"7550";"44,62"
"MG";"CARMO DO CAJURU";"Presidente";"2";"Eleito";"6421";"0";"13249";"48,46"
"MG";"CARMO DO PARANAÍBA";"Presidente";"2";"Eleito";"6716";"0";"15611";"43,02"
"MG";"CARMO DO RIO CLARO";"Presidente";"2";"Eleito";"5806";"0";"11730";"49,5"
"MG";"CARMÓPOLIS DE MINAS";"Presidente";"2";"Eleito";"4715";"0";"10004";"47,13"
"MG";"CARNEIRINHO";"Presidente";"2";"Eleito";"4040";"0";"6151";"65,68"
"MG";"CARRANCAS";"Presidente";"2";"Eleito";"1097";"0";"2505";"43,79"
"MG";"CARVALHÓPOLIS";"Presidente";"2";"Eleito";"1122";"0";"2501";"44,86"
"MG";"CARVALHOS";"Presidente";"2";"Eleito";"1311";"0";"2821";"46,47"
"MG";"CASA GRANDE";"Presidente";"2";"Eleito";"927";"0";"1762";"52,61"
"MG";"CASCALHO RICO";"Presidente";"2";"Eleito";"1282";"0";"2098";"61,11"
"MG";"CÁSSIA";"Presidente";"2";"Eleito";"5674";"0";"10496";"54,06"
"MG";"CATAGUASES";"Presidente";"2";"Eleito";"30452";"0";"40349";"75,47"
"MG";"CATAS ALTAS";"Presidente";"2";"Eleito";"1685";"0";"3481";"48,41"
"MG";"CATAS ALTAS DA NORUEGA";"Presidente";"2";"Eleito";"1650";"0";"2417";"68,27"
"MG";"CATUJI";"Presidente";"2";"Eleito";"3301";"0";"4906";"67,28"
"MG";"CATUTI";"Presidente";"2";"Eleito";"2265";"0";"2802";"80,84"
"MG";"CAXAMBU";"Presidente";"2";"Eleito";"6955";"0";"12727";"54,65"
"MG";"CEDRO DO ABAETÉ";"Presidente";"2";"Eleito";"248";"0";"919";"26,99"
"MG";"CENTRAL DE MINAS";"Presidente";"2";"Eleito";"2882";"0";"4331";"66,54"
"MG";"CENTRALINA";"Presidente";"2";"Eleito";"3749";"0";"5309";"70,62"
"MG";"CHÁCARA";"Presidente";"2";"Eleito";"1370";"0";"2110";"64,93"
"MG";"CHALÉ";"Presidente";"2";"Eleito";"2492";"0";"3564";"69,92"
"MG";"CHAPADA DO NORTE";"Presidente";"2";"Eleito";"4036";"0";"5509";"73,26"
"MG";"CHAPADA GAÚCHA";"Presidente";"2";"Eleito";"4002";"0";"5372";"74,5"
"MG";"CHIADOR";"Presidente";"2";"Eleito";"1043";"0";"2239";"46,58"
"MG";"CIPOTÂNEA";"Presidente";"2";"Eleito";"1724";"0";"3287";"52,45"
"MG";"CLARAVAL";"Presidente";"2";"Eleito";"979";"0";"3661";"26,74"
"MG";"CLARO DOS POÇÕES";"Presidente";"2";"Eleito";"3419";"0";"5421";"63,07"
"MG";"CLÁUDIO";"Presidente";"2";"Eleito";"3019";"0";"16006";"18,86"
"MG";"COIMBRA";"Presidente";"2";"Eleito";"2696";"0";"4658";"57,88"
"MG";"COLUNA";"Presidente";"2";"Eleito";"2902";"0";"4383";"66,21"
"MG";"COMENDADOR GOMES";"Presidente";"2";"Eleito";"1027";"0";"1907";"53,85"
"MG";"COMERCINHO";"Presidente";"2";"Eleito";"3321";"0";"4355";"76,26"
"MG";"CONCEIÇÃO DA APARECIDA";"Presidente";"2";"Eleito";"3563";"0";"5954";"59,84"
"MG";"CONCEIÇÃO DA BARRA DE MINAS";"Presidente";"2";"Eleito";"1408";"0";"2826";"49,82"
"MG";"CONCEIÇÃO DAS ALAGOAS";"Presidente";"2";"Eleito";"8859";"0";"13882";"63,82"
"MG";"CONCEIÇÃO DAS PEDRAS";"Presidente";"2";"Eleito";"1009";"0";"2024";"49,85"
"MG";"CONCEIÇÃO DE IPANEMA";"Presidente";"2";"Eleito";"1956";"0";"2912";"67,17"
"MG";"CONCEIÇÃO DO MATO DENTRO";"Presidente";"2";"Eleito";"6000";"0";"9665";"62,08"
"MG";"CONCEIÇÃO DO PARÁ";"Presidente";"2";"Eleito";"1298";"0";"3598";"36,08"
"MG";"CONCEIÇÃO DO RIO VERDE";"Presidente";"2";"Eleito";"3242";"0";"7381";"43,92"
"MG";"CONCEIÇÃO DOS OUROS";"Presidente";"2";"Eleito";"2514";"0";"6814";"36,89"
"MG";"CÔNEGO MARINHO";"Presidente";"2";"Eleito";"3397";"0";"3998";"84,97"
"MG";"CONFINS";"Presidente";"2";"Eleito";"1504";"0";"4511";"33,34"
"MG";"CONGONHAL";"Presidente";"2";"Eleito";"2551";"0";"6455";"39,52"
"MG";"CONGONHAS";"Presidente";"2";"Eleito";"16683";"0";"30911";"53,97"
"MG";"CONGONHAS DO NORTE";"Presidente";"2";"Eleito";"1799";"0";"2564";"70,16"
"MG";"CONQUISTA";"Presidente";"2";"Eleito";"1909";"0";"4046";"47,18"
"MG";"CONSELHEIRO LAFAIETE";"Presidente";"2";"Eleito";"44717";"0";"71728";"62,34"
"MG";"CONSELHEIRO PENA";"Presidente";"2";"Eleito";"6419";"0";"11446";"56,08"
"MG";"CONSOLAÇÃO";"Presidente";"2";"Eleito";"431";"0";"1302";"33,1"
"MG";"CONTAGEM";"Presidente";"2";"Eleito";"163283";"86";"340037";"48,04"
"MG";"COQUEIRAL";"Presidente";"2";"Eleito";"2840";"0";"5674";"50,05"
"MG";"CORAÇÃO DE JESUS";"Presidente";"2";"Eleito";"12033";"0";"14518";"82,88"
"MG";"CORDISBURGO";"Presidente";"2";"Eleito";"2637";"0";"5004";"52,7"
"MG";"CORDISLÂNDIA";"Presidente";"2";"Eleito";"1105";"0";"2276";"48,55"
"MG";"CORINTO";"Presidente";"2";"Eleito";"8447";"0";"13477";"62,68"
"MG";"COROACI";"Presidente";"2";"Eleito";"3747";"0";"6126";"61,17"
"MG";"COROMANDEL";"Presidente";"2";"Eleito";"9374";"0";"16864";"55,59"
"MG";"CORONEL FABRICIANO";"Presidente";"2";"Eleito";"31363";"0";"58715";"53,42"
"MG";"CORONEL MURTA";"Presidente";"2";"Eleito";"3565";"0";"4865";"73,28"
"MG";"CORONEL PACHECO";"Presidente";"2";"Eleito";"1331";"0";"2096";"63,5"
"MG";"CORONEL XAVIER CHAVES";"Presidente";"2";"Eleito";"999";"0";"2181";"45,8"
"MG";"CÓRREGO DANTA";"Presidente";"2";"Eleito";"1112";"0";"2136";"52,06"
"MG";"CÓRREGO DO BOM JESUS";"Presidente";"2";"Eleito";"1060";"0";"2852";"37,17"
"MG";"CÓRREGO FUNDO";"Presidente";"2";"Eleito";"1869";"0";"3931";"47,55"
"MG";"CÓRREGO NOVO";"Presidente";"2";"Eleito";"1712";"0";"2323";"73,7"
"MG";"COUTO DE MAGALHÃES DE MINAS";"Presidente";"2";"Eleito";"1598";"0";"2426";"65,87"
"MG";"CRISÓLITA";"Presidente";"2";"Eleito";"2030";"0";"3031";"66,97"
"MG";"CRISTAIS";"Presidente";"2";"Eleito";"3402";"0";"6098";"55,79"
"MG";"CRISTÁLIA";"Presidente";"2";"Eleito";"2656";"0";"3327";"79,83"
"MG";"CRISTIANO OTONI";"Presidente";"2";"Eleito";"2041";"0";"3384";"60,31"
"MG";"CRISTINA";"Presidente";"2";"Eleito";"1771";"0";"6060";"29,22"
"MG";"CRUCILÂNDIA";"Presidente";"2";"Eleito";"1338";"0";"3500";"38,23"
"MG";"CRUZEIRO DA FORTALEZA";"Presidente";"2";"Eleito";"1262";"0";"2743";"46,01"
"MG";"CRUZÍLIA";"Presidente";"2";"Eleito";"5238";"0";"9175";"57,09"
"MG";"CUPARAQUE";"Presidente";"2";"Eleito";"1357";"0";"2882";"47,09"
"MG";"CURRAL DE DENTRO";"Presidente";"2";"Eleito";"2282";"0";"3974";"57,42"
"MG";"CURVELO";"Presidente";"2";"Eleito";"24162";"0";"42100";"57,39"
"MG";"DATAS";"Presidente";"2";"Eleito";"2016";"0";"3083";"65,39"
"MG";"DELFIM MOREIRA";"Presidente";"2";"Eleito";"1970";"0";"5133";"38,38"
"MG";"DELFINÓPOLIS";"Presidente";"2";"Eleito";"1845";"0";"4300";"42,91"
"MG";"DELTA";"Presidente";"2";"Eleito";"2578";"0";"4043";"63,76"
"MG";"DESCOBERTO";"Presidente";"2";"Eleito";"1789";"0";"3416";"52,37"
"MG";"DESTERRO DE ENTRE RIOS";"Presidente";"2";"Eleito";"1374";"0";"4439";"30,95"
"MG";"DESTERRO DO MELO";"Presidente";"2";"Eleito";"1278";"0";"2373";"53,86"
"MG";"DIAMANTINA";"Presidente";"2";"Eleito";"16023";"0";"24910";"64,32"
"MG";"DIOGO DE VASCONCELOS";"Presidente";"2";"Eleito";"2058";"0";"2725";"75,52"
"MG";"DIONÍSIO";"Presidente";"2";"Eleito";"3220";"0";"4506";"71,46"
"MG";"DIVINÉSIA";"Presidente";"2";"Eleito";"1559";"0";"2818";"55,32"
"MG";"DIVINO";"Presidente";"2";"Eleito";"7445";"0";"10686";"69,67"
"MG";"DIVINO DAS LARANJEIRAS";"Presidente";"2";"Eleito";"1698";"0";"2957";"57,42"
"MG";"DIVINOLÂNDIA DE MINAS";"Presidente";"2";"Eleito";"2505";"0";"3920";"63,9"
"MG";"DIVINÓPOLIS";"Presidente";"2";"Eleito";"70325";"0";"126734";"55,49"
"MG";"DIVISA ALEGRE";"Presidente";"2";"Eleito";"1908";"0";"3236";"58,96"
"MG";"DIVISA NOVA";"Presidente";"2";"Eleito";"1989";"0";"3659";"54,36"
"MG";"DIVISÓPOLIS";"Presidente";"2";"Eleito";"3014";"0";"4353";"69,24"
"MG";"DOM BOSCO";"Presidente";"2";"Eleito";"1312";"0";"2343";"56"
"MG";"DOM CAVATI";"Presidente";"2";"Eleito";"1793";"0";"3707";"48,37"
"MG";"DOM JOAQUIM";"Presidente";"2";"Eleito";"1676";"0";"2639";"63,51"
"MG";"DOM SILVÉRIO";"Presidente";"2";"Eleito";"2083";"0";"3362";"61,96"
"MG";"DOM VIÇOSO";"Presidente";"2";"Eleito";"759";"0";"2222";"34,16"
"MG";"DONA EUSÉBIA";"Presidente";"2";"Eleito";"2911";"0";"4187";"69,52"
"MG";"DORES DE CAMPOS";"Presidente";"2";"Eleito";"2595";"0";"5901";"43,98"
"MG";"DORES DE GUANHÃES";"Presidente";"2";"Eleito";"2628";"0";"3406";"77,16"
"MG";"DORES DO INDAIÁ";"Presidente";"2";"Eleito";"2891";"0";"7962";"36,31"
"MG";"DORES DO TURVO";"Presidente";"2";"Eleito";"2104";"0";"3432";"61,31"
"MG";"DORESÓPOLIS";"Presidente";"2";"Eleito";"530";"0";"1227";"43,19"
"MG";"DOURADOQUARA";"Presidente";"2";"Eleito";"819";"0";"1470";"55,71"
"MG";"DURANDÉ";"Presidente";"2";"Eleito";"2971";"0";"4364";"68,08"
"MG";"ELÓI MENDES";"Presidente";"2";"Eleito";"5288";"0";"15452";"34,22"
"MG";"ENGENHEIRO CALDAS";"Presidente";"2";"Eleito";"2820";"0";"5555";"50,77"
"MG";"ENGENHEIRO NAVARRO";"Presidente";"2";"Eleito";"3266";"0";"4026";"81,12"
"MG";"ENTRE FOLHAS";"Presidente";"2";"Eleito";"2435";"0";"3902";"62,4"
"MG";"ENTRE RIOS DE MINAS";"Presidente";"2";"Eleito";"4448";"0";"9054";"49,13"
"MG";"ERVÁLIA";"Presidente";"2";"Eleito";"8064";"0";"11851";"68,04"
"MG";"ESMERALDAS";"Presidente";"2";"Eleito";"18358";"0";"31078";"59,07"
"MG";"ESPERA FELIZ";"Presidente";"2";"Eleito";"8531";"0";"11986";"71,17"
"MG";"ESPINOSA";"Presidente";"2";"Eleito";"12122";"0";"16279";"74,46"
"MG";"ESPÍRITO SANTO DO DOURADO";"Presidente";"2";"Eleito";"1053";"0";"3544";"29,71"
"MG";"ESTIVA";"Presidente";"2";"Eleito";"2756";"0";"7057";"39,05"
"MG";"ESTRELA DALVA";"Presidente";"2";"Eleito";"1280";"0";"1806";"70,87"
"MG";"ESTRELA DO INDAIÁ";"Presidente";"2";"Eleito";"703";"0";"2074";"33,9"
"MG";"ESTRELA DO SUL";"Presidente";"2";"Eleito";"2984";"0";"4319";"69,09"
"MG";"EUGENÓPOLIS";"Presidente";"2";"Eleito";"4101";"0";"6374";"64,34"
"MG";"EWBANK DA CÂMARA";"Presidente";"2";"Eleito";"2213";"0";"2871";"77,08"
"MG";"EXTREMA";"Presidente";"2";"Eleito";"6293";"0";"18915";"33,27"
"MG";"FAMA";"Presidente";"2";"Eleito";"1089";"0";"2078";"52,41"
"MG";"FARIA LEMOS";"Presidente";"2";"Eleito";"1747";"0";"2230";"78,34"
"MG";"FELÍCIO DOS SANTOS";"Presidente";"2";"Eleito";"1404";"0";"2858";"49,13"
"MG";"FELISBURGO";"Presidente";"2";"Eleito";"2019";"0";"3226";"62,59"
"MG";"FELIXLÂNDIA";"Presidente";"2";"Eleito";"4230";"0";"8208";"51,54"
"MG";"FERNANDES TOURINHO";"Presidente";"2";"Eleito";"1037";"0";"1966";"52,75"
"MG";"FERROS";"Presidente";"2";"Eleito";"4031";"0";"6038";"66,76"
"MG";"FERVEDOURO";"Presidente";"2";"Eleito";"4543";"0";"6173";"73,59"
"MG";"FLORESTAL";"Presidente";"2";"Eleito";"2564";"0";"4491";"57,09"
"MG";"FORMIGA";"Presidente";"2";"Eleito";"16696";"0";"40772";"40,95"
"MG";"FORMOSO";"Presidente";"2";"Eleito";"2258";"0";"3897";"57,94"
"MG";"FORTALEZA DE MINAS";"Presidente";"2";"Eleito";"1122";"0";"2485";"45,15"
"MG";"FORTUNA DE MINAS";"Presidente";"2";"Eleito";"1157";"0";"2053";"56,36"
"MG";"FRANCISCO BADARÓ";"Presidente";"2";"Eleito";"2369";"0";"4307";"55"
"MG";"FRANCISCO DUMONT";"Presidente";"2";"Eleito";"1972";"0";"2773";"71,11"
"MG";"FRANCISCO SÁ";"Presidente";"2";"Eleito";"10644";"0";"13282";"80,14"
"MG";"FRANCISCÓPOLIS";"Presidente";"2";"Eleito";"2057";"0";"2906";"70,78"
"MG";"FREI GASPAR";"Presidente";"2";"Eleito";"2442";"0";"3369";"72,48"
"MG";"FREI INOCÊNCIO";"Presidente";"2";"Eleito";"3388";"0";"4802";"70,55"
"MG";"FREI LAGONEGRO";"Presidente";"2";"Eleito";"1580";"0";"2288";"69,06"
"MG";"FRONTEIRA";"Presidente";"2";"Eleito";"4681";"0";"7204";"64,98"
"MG";"FRONTEIRA DOS VALES";"Presidente";"2";"Eleito";"1883";"0";"2682";"70,21"
"MG";"FRUTA DE LEITE";"Presidente";"2";"Eleito";"2246";"0";"2920";"76,92"
"MG";"FRUTAL";"Presidente";"2";"Eleito";"16662";"0";"30323";"54,95"
"MG";"FUNILÂNDIA";"Presidente";"2";"Eleito";"1403";"0";"2927";"47,93"
"MG";"GALILÉIA";"Presidente";"2";"Eleito";"2180";"0";"3802";"57,34"
"MG";"GAMELEIRAS";"Presidente";"2";"Eleito";"2295";"0";"3013";"76,17"
"MG";"GLAUCILÂNDIA";"Presidente";"2";"Eleito";"1963";"0";"2578";"76,14"
"MG";"GOIABEIRA";"Presidente";"2";"Eleito";"1142";"0";"2091";"54,62"
"MG";"GOIANÁ";"Presidente";"2";"Eleito";"1569";"0";"2660";"58,98"
"MG";"GONÇALVES";"Presidente";"2";"Eleito";"510";"0";"2834";"18"
"MG";"GONZAGA";"Presidente";"2";"Eleito";"1681";"0";"3207";"52,42"
"MG";"GOUVEIA";"Presidente";"2";"Eleito";"4765";"0";"6847";"69,59"
"MG";"GOVERNADOR VALADARES";"Presidente";"2";"Eleito";"72134";"104";"147987";"48,81"
"MG";"GRÃO MOGOL";"Presidente";"2";"Eleito";"5499";"0";"7522";"73,11"
"MG";"GRUPIARA";"Presidente";"2";"Eleito";"500";"0";"1107";"45,17"
"MG";"GUANHÃES";"Presidente";"2";"Eleito";"8216";"0";"16712";"49,16"
"MG";"GUAPÉ";"Presidente";"2";"Eleito";"3639";"0";"7589";"47,95"
"MG";"GUARACIABA";"Presidente";"2";"Eleito";"3879";"0";"5641";"68,76"
"MG";"GUARACIAMA";"Presidente";"2";"Eleito";"3182";"0";"3901";"81,57"
"MG";"GUARANÉSIA";"Presidente";"2";"Eleito";"7607";"0";"11460";"66,38"
"MG";"GUARANI";"Presidente";"2";"Eleito";"3080";"0";"5388";"57,16"
"MG";"GUARARÁ";"Presidente";"2";"Eleito";"1464";"0";"2581";"56,72"
"MG";"GUARDA-MOR";"Presidente";"2";"Eleito";"2394";"0";"3968";"60,33"
"MG";"GUAXUPÉ";"Presidente";"2";"Eleito";"15920";"0";"28928";"55,03"
"MG";"GUIDOVAL";"Presidente";"2";"Eleito";"3000";"0";"4919";"60,99"
"MG";"GUIMARÂNIA";"Presidente";"2";"Eleito";"2371";"0";"4770";"49,71"
"MG";"GUIRICEMA";"Presidente";"2";"Eleito";"3820";"0";"5665";"67,43"
"MG";"GURINHATÃ";"Presidente";"2";"Eleito";"2286";"0";"3570";"64,03"
"MG";"HELIODORA";"Presidente";"2";"Eleito";"1669";"0";"3981";"41,92"
"MG";"IAPU";"Presidente";"2";"Eleito";"3399";"0";"5921";"57,41"
"MG";"IBERTIOGA";"Presidente";"2";"Eleito";"2560";"0";"3599";"71,13"
"MG";"IBIÁ";"Presidente";"2";"Eleito";"6703";"0";"12287";"54,55"
"MG";"IBIAÍ";"Presidente";"2";"Eleito";"3481";"0";"4110";"84,7"
"MG";"IBIRACATU";"Presidente";"2";"Eleito";"2640";"0";"3628";"72,77"
"MG";"IBIRACI";"Presidente";"2";"Eleito";"2336";"0";"6881";"33,95"
"MG";"IBIRITÉ";"Presidente";"2";"Eleito";"49200";"0";"81157";"60,62"
"MG";"IBITIÚRA DE MINAS";"Presidente";"2";"Eleito";"935";"0";"2575";"36,31"
"MG";"IBITURUNA";"Presidente";"2";"Eleito";"739";"0";"1862";"39,69"
"MG";"ICARAÍ DE MINAS";"Presidente";"2";"Eleito";"4268";"0";"5402";"79,01"
"MG";"IGARAPÉ";"Presidente";"2";"Eleito";"10849";"0";"19746";"54,94"
"MG";"IGARATINGA";"Presidente";"2";"Eleito";"3282";"0";"5190";"63,24"
"MG";"IGUATAMA";"Presidente";"2";"Eleito";"2484";"0";"5198";"47,79"
"MG";"IJACI";"Presidente";"2";"Eleito";"1466";"0";"4095";"35,8"
"MG";"ILICÍNEA";"Presidente";"2";"Eleito";"3872";"0";"7273";"53,24"
"MG";"IMBÉ DE MINAS";"Presidente";"2";"Eleito";"2572";"0";"3998";"64,33"
"MG";"INCONFIDENTES";"Presidente";"2";"Eleito";"2232";"0";"5005";"44,6"
"MG";"INDAIABIRA";"Presidente";"2";"Eleito";"2412";"0";"3807";"63,36"
"MG";"INDIANÓPOLIS";"Presidente";"2";"Eleito";"2306";"0";"3561";"64,76"
"MG";"INGAÍ";"Presidente";"2";"Eleito";"896";"0";"2189";"40,93"
"MG";"INHAPIM";"Presidente";"2";"Eleito";"8965";"0";"14439";"62,09"
"MG";"INHAÚMA";"Presidente";"2";"Eleito";"2029";"0";"3972";"51,08"
"MG";"INIMUTABA";"Presidente";"2";"Eleito";"2754";"0";"4296";"64,11"
"MG";"IPABA";"Presidente";"2";"Eleito";"6917";"0";"9770";"70,8"
"MG";"IPANEMA";"Presidente";"2";"Eleito";"6168";"0";"10946";"56,35"
"MG";"IPATINGA";"Presidente";"2";"Eleito";"63340";"0";"134939";"46,94"
"MG";"IPIAÇU";"Presidente";"2";"Eleito";"1602";"0";"2574";"62,24"
"MG";"IPUIÚNA";"Presidente";"2";"Eleito";"3163";"0";"6244";"50,66"
"MG";"IRAÍ DE MINAS";"Presidente";"2";"Eleito";"2603";"0";"4317";"60,3"
"MG";"ITABIRA";"Presidente";"2";"Eleito";"36160";"0";"69545";"52"
"MG";"ITABIRINHA";"Presidente";"2";"Eleito";"3326";"0";"5966";"55,75"
"MG";"ITABIRITO";"Presidente";"2";"Eleito";"11589";"0";"29547";"39,22"
"MG";"ITACAMBIRA";"Presidente";"2";"Eleito";"2354";"0";"2994";"78,62"
"MG";"ITACARAMBI";"Presidente";"2";"Eleito";"6527";"0";"8658";"75,39"
"MG";"ITAGUARA";"Presidente";"2";"Eleito";"2846";"0";"7702";"36,95"
"MG";"ITAIPÉ";"Presidente";"2";"Eleito";"2477";"0";"5372";"46,11"
"MG";"ITAJUBÁ";"Presidente";"2";"Eleito";"18311";"0";"53631";"34,14"
"MG";"ITAMARANDIBA";"Presidente";"2";"Eleito";"11005";"0";"16541";"66,53"
"MG";"ITAMARATI DE MINAS";"Presidente";"2";"Eleito";"1970";"0";"2801";"70,33"
"MG";"ITAMBACURI";"Presidente";"2";"Eleito";"8860";"0";"11604";"76,35"
"MG";"ITAMBÉ DO MATO DENTRO";"Presidente";"2";"Eleito";"1133";"0";"1733";"65,38"
"MG";"ITAMOGI";"Presidente";"2";"Eleito";"3225";"0";"6830";"47,22"
"MG";"ITAMONTE";"Presidente";"2";"Eleito";"2769";"0";"8454";"32,75"
"MG";"ITANHANDU";"Presidente";"2";"Eleito";"3347";"0";"9244";"36,21"
"MG";"ITANHOMI";"Presidente";"2";"Eleito";"3956";"0";"7067";"55,98"
"MG";"ITAOBIM";"Presidente";"2";"Eleito";"5516";"0";"10840";"50,89"
"MG";"ITAPAGIPE";"Presidente";"2";"Eleito";"4279";"0";"7634";"56,05"
"MG";"ITAPECERICA";"Presidente";"2";"Eleito";"5430";"0";"13178";"41,21"
"MG";"ITAPEVA";"Presidente";"2";"Eleito";"1886";"0";"5236";"36,02"
"MG";"ITATIAIUÇU";"Presidente";"2";"Eleito";"2827";"0";"6435";"43,93"
"MG";"ITAÚ DE MINAS";"Presidente";"2";"Eleito";"3791";"0";"9184";"41,28"
"MG";"ITAÚNA";"Presidente";"2";"Eleito";"14750";"0";"52001";"28,36"
"MG";"ITAVERAVA";"Presidente";"2";"Eleito";"2813";"0";"4044";"69,56"
"MG";"ITINGA";"Presidente";"2";"Eleito";"5041";"0";"7016";"71,85"
"MG";"ITUETA";"Presidente";"2";"Eleito";"2120";"0";"3885";"54,57"
"MG";"ITUIUTABA";"Presidente";"2";"Eleito";"40377";"0";"57937";"69,69"
"MG";"ITUMIRIM";"Presidente";"2";"Eleito";"1803";"0";"4443";"40,58"
"MG";"ITURAMA";"Presidente";"2";"Eleito";"14434";"0";"21599";"66,83"
"MG";"ITUTINGA";"Presidente";"2";"Eleito";"1133";"0";"2723";"41,61"
"MG";"JABOTICATUBAS";"Presidente";"2";"Eleito";"5188";"0";"10190";"50,91"
"MG";"JACINTO";"Presidente";"2";"Eleito";"3442";"0";"5925";"58,09"
"MG";"JACUÍ";"Presidente";"2";"Eleito";"1303";"0";"4512";"28,88"
"MG";"JACUTINGA";"Presidente";"2";"Eleito";"2374";"0";"13448";"17,65"
"MG";"JAGUARAÇU";"Presidente";"2";"Eleito";"1340";"0";"2172";"61,69"
"MG";"JAÍBA";"Presidente";"2";"Eleito";"13599";"0";"16836";"80,77"
"MG";"JAMPRUCA";"Presidente";"2";"Eleito";"2253";"0";"2905";"77,56"
"MG";"JANAÚBA";"Presidente";"2";"Eleito";"27020";"0";"36703";"73,62"
"MG";"JANUÁRIA";"Presidente";"2";"Eleito";"26606";"0";"32136";"82,79"
"MG";"JAPARAÍBA";"Presidente";"2";"Eleito";"1211";"0";"2595";"46,67"
"MG";"JAPONVAR";"Presidente";"2";"Eleito";"4176";"0";"4943";"84,48"
"MG";"JECEABA";"Presidente";"2";"Eleito";"1883";"0";"4077";"46,19"
"MG";"JENIPAPO DE MINAS";"Presidente";"2";"Eleito";"1893";"0";"3162";"59,87"
"MG";"JEQUERI";"Presidente";"2";"Eleito";"4756";"0";"6817";"69,77"
"MG";"JEQUITAÍ";"Presidente";"2";"Eleito";"3537";"0";"4295";"82,35"
"MG";"JEQUITIBÁ";"Presidente";"2";"Eleito";"1999";"0";"4026";"49,65"
"MG";"JEQUITINHONHA";"Presidente";"2";"Eleito";"8324";"0";"11123";"74,84"
"MG";"JESUÂNIA";"Presidente";"2";"Eleito";"1551";"0";"3261";"47,56"
"MG";"JOAÍMA";"Presidente";"2";"Eleito";"4929";"0";"6799";"72,5"
"MG";"JOANÉSIA";"Presidente";"2";"Eleito";"2104";"0";"3229";"65,16"
"MG";"JOÃO MONLEVADE";"Presidente";"2";"Eleito";"22785";"0";"43347";"52,56"
"MG";"JOÃO PINHEIRO";"Presidente";"2";"Eleito";"16609";"0";"26008";"63,86"
"MG";"JOAQUIM FELÍCIO";"Presidente";"2";"Eleito";"1252";"0";"2195";"57,04"
"MG";"JORDÂNIA";"Presidente";"2";"Eleito";"3414";"0";"5039";"67,75"
"MG";"JOSÉ GONÇALVES DE MINAS";"Presidente";"2";"Eleito";"1285";"0";"2371";"54,2"
"MG";"JOSÉ RAYDAN";"Presidente";"2";"Eleito";"1726";"0";"2584";"66,8"
"MG";"JOSENÓPOLIS";"Presidente";"2";"Eleito";"1567";"0";"2110";"74,27"
"MG";"JUATUBA";"Presidente";"2";"Eleito";"7123";"0";"13568";"52,5"
"MG";"JUIZ DE FORA";"Presidente";"2";"Eleito";"186765";"237";"295085";"63,37"
"MG";"JURAMENTO";"Presidente";"2";"Eleito";"2468";"0";"3352";"73,63"
"MG";"JURUAIA";"Presidente";"2";"Eleito";"2952";"0";"5862";"50,36"
"MG";"JUVENÍLIA";"Presidente";"2";"Eleito";"2373";"0";"3432";"69,14"
"MG";"LADAINHA";"Presidente";"2";"Eleito";"4896";"0";"7554";"64,81"
"MG";"LAGAMAR";"Presidente";"2";"Eleito";"2705";"0";"4756";"56,88"
"MG";"LAGOA DA PRATA";"Presidente";"2";"Eleito";"9200";"0";"25947";"35,46"
"MG";"LAGOA DOS PATOS";"Presidente";"2";"Eleito";"1856";"0";"2524";"73,53"
"MG";"LAGOA DOURADA";"Presidente";"2";"Eleito";"3492";"0";"7671";"45,52"
"MG";"LAGOA FORMOSA";"Presidente";"2";"Eleito";"5042";"0";"10446";"48,27"
"MG";"LAGOA GRANDE";"Presidente";"2";"Eleito";"3010";"0";"5121";"58,78"
"MG";"LAGOA SANTA";"Presidente";"2";"Eleito";"9172";"0";"31177";"29,42"
"MG";"LAJINHA";"Presidente";"2";"Eleito";"7081";"0";"11369";"62,28"
"MG";"LAMBARI";"Presidente";"2";"Eleito";"5606";"0";"11969";"46,84"
"MG";"LAMIM";"Presidente";"2";"Eleito";"1726";"0";"2396";"72,04"
"MG";"LARANJAL";"Presidente";"2";"Eleito";"2804";"0";"4317";"64,95"
"MG";"LASSANCE";"Presidente";"2";"Eleito";"2529";"0";"3692";"68,5"
"MG";"LAVRAS";"Presidente";"2";"Eleito";"22846";"0";"53392";"42,79"
"MG";"LEANDRO FERREIRA";"Presidente";"2";"Eleito";"763";"0";"2335";"32,68"
"MG";"LEME DO PRADO";"Presidente";"2";"Eleito";"1483";"0";"2510";"59,08"
"MG";"LEOPOLDINA";"Presidente";"2";"Eleito";"20921";"0";"29907";"69,95"
"MG";"LIBERDADE";"Presidente";"2";"Eleito";"1911";"0";"3232";"59,13"
"MG";"LIMA DUARTE";"Presidente";"2";"Eleito";"6999";"0";"10150";"68,96"
"MG";"LIMEIRA DO OESTE";"Presidente";"2";"Eleito";"3222";"0";"4472";"72,05"
"MG";"LONTRA";"Presidente";"2";"Eleito";"4275";"0";"5134";"83,27"
"MG";"LUISBURGO";"Presidente";"2";"Eleito";"2059";"0";"3988";"51,63"
"MG";"LUISLÂNDIA";"Presidente";"2";"Eleito";"3308";"0";"3750";"88,21"
"MG";"LUMINÁRIAS";"Presidente";"2";"Eleito";"1242";"0";"3327";"37,33"
"MG";"LUZ";"Presidente";"2";"Eleito";"3909";"0";"10525";"37,14"
